Date,Region,Baseline Movement Deviation,Proportion of Static Users
2020-03-13,Al Hayy,-0.04609,0.22746
2020-03-14,Al Hayy,-0.19284,0.28365
2020-03-15,Al Hayy,-0.20568,0.25619
2020-03-16,Al Hayy,-0.20175,0.24852
2020-03-17,Al Hayy,-0.09309,0.23656
2020-03-18,Al Hayy,-0.34455,0.3239
2020-03-19,Al Hayy,-0.29019,0.25828
2020-03-20,Al Hayy,-0.30078,0.28087
2020-03-21,Al Hayy,-0.35172,0.30621
2020-03-22,Al Hayy,-0.38704,0.33372
2020-03-23,Al Hayy,-0.36638,0.29711
2020-03-24,Al Hayy,-0.24638,0.29521
2020-03-25,Al Hayy,-0.33941,0.30235
2020-03-26,Al Hayy,-0.38838,0.32286
2020-03-27,Al Hayy,-0.36125,0.31158
2020-03-28,Al Hayy,-0.48928,0.40822
2020-03-29,Al Hayy,-0.43874,0.35059
2020-03-30,Al Hayy,-0.38758,0.3137
2020-03-31,Al Hayy,-0.24725,0.30478
2020-04-01,Al Hayy,-0.30463,0.29386
2020-04-02,Al Hayy,-0.33899,0.28488
2020-04-03,Al Hayy,-0.25852,0.28063
2020-04-04,Al Hayy,-0.26346,0.30249
2020-04-05,Al Hayy,-0.28973,0.2696
2020-04-06,Al Hayy,-0.30794,0.27909
2020-04-07,Al Hayy,-0.20762,0.27697
2020-04-08,Al Hayy,-0.16067,0.26151
2020-04-09,Al Hayy,-0.34379,0.28799
2020-04-10,Al Hayy,-0.32113,0.27614
2020-04-11,Al Hayy,-0.24509,0.26857
2020-04-12,Al Hayy,-0.27645,0.2703
2020-04-13,Al Hayy,-0.27232,0.26838
2020-04-14,Al Hayy,-0.18232,0.267
2020-04-15,Al Hayy,-0.1872,0.27443
2020-04-16,Al Hayy,-0.2458,0.25512
2020-04-17,Al Hayy,-0.26107,0.2612
2020-04-18,Al Hayy,-0.16944,0.25675
2020-04-19,Al Hayy,-0.19323,0.25565
2020-04-20,Al Hayy,-0.20737,0.24774
2020-04-21,Al Hayy,-0.0137,0.22831
2020-04-22,Al Hayy,-0.03758,0.23147
2020-04-23,Al Hayy,-0.14026,0.23756
2020-04-24,Al Hayy,-0.23508,0.272
2020-04-25,Al Hayy,-0.28382,0.26769
2020-04-26,Al Hayy,-0.22186,0.268
2020-04-27,Al Hayy,-0.20671,0.25874
2020-04-28,Al Hayy,-0.02937,0.2546
2020-04-29,Al Hayy,-0.10276,0.26088
2020-04-30,Al Hayy,-0.20244,0.25143
2020-05-01,Al Hayy,-0.23388,0.27062
2020-05-02,Al Hayy,-0.21722,0.2626
2020-05-03,Al Hayy,-0.091,0.23675
2020-05-04,Al Hayy,-0.14609,0.23603
2020-05-05,Al Hayy,-0.03525,0.22858
2020-05-06,Al Hayy,-0.06693,0.25169
2020-05-07,Al Hayy,-0.06662,0.22716
2020-05-08,Al Hayy,-0.12863,0.25336
2020-05-09,Al Hayy,-0.10201,0.241
2020-05-10,Al Hayy,-0.04517,0.25037
2020-05-11,Al Hayy,-0.04418,0.2418
2020-05-12,Al Hayy,0.1051,0.23268
2020-05-13,Al Hayy,0.04229,0.23678
2020-05-14,Al Hayy,-0.02878,0.23246
2020-05-15,Al Hayy,-0.02536,0.24603
2020-05-16,Al Hayy,-0.02378,0.22443
2020-05-17,Al Hayy,-0.05915,0.21479
2020-05-18,Al Hayy,-0.02374,0.19896
2020-05-19,Al Hayy,0.14225,0.21661
2020-05-20,Al Hayy,0.03933,0.23411
2020-05-21,Al Hayy,0.00065,0.22907
2020-05-22,Al Hayy,0.00489,0.22387
2020-05-23,Al Hayy,-0.04632,0.2129
2020-05-24,Al Hayy,-0.13869,0.23622
2020-05-25,Al Hayy,-0.07935,0.20782
2020-05-26,Al Hayy,0.09614,0.20209
2020-05-27,Al Hayy,0.08949,0.21428
2020-05-28,Al Hayy,-0.00696,0.21228
2020-05-29,Al Hayy,-0.01729,0.21514
2020-05-30,Al Hayy,-0.05464,0.23931
2020-05-31,Al Hayy,-0.07956,0.22775
2020-06-01,Al Hayy,-0.13332,0.24617
2020-06-02,Al Hayy,-0.02174,0.23609
2020-06-03,Al Hayy,-0.07293,0.25797
2020-06-04,Al Hayy,-0.05822,0.25826
2020-06-05,Al Hayy,-0.07483,0.25532
2020-06-06,Al Hayy,-0.08827,0.23976
2020-06-07,Al Hayy,-0.1322,0.24155
2020-06-08,Al Hayy,-0.17884,0.26239
2020-06-09,Al Hayy,-0.07306,0.25016
2020-06-10,Al Hayy,-0.03541,0.2404
2020-06-11,Al Hayy,-0.17238,0.24322
2020-06-12,Al Hayy,-0.14188,0.24493
2020-06-13,Al Hayy,-0.10727,0.25576
2020-06-14,Al Hayy,-0.13696,0.25272
2020-06-15,Al Hayy,-0.25659,0.28288
2020-06-16,Al Hayy,-0.03176,0.24308
2020-06-17,Al Hayy,-0.09033,0.26573
2020-06-18,Al Hayy,-0.22009,0.27282
2020-06-19,Al Hayy,-0.26009,0.27767
2020-06-20,Al Hayy,-0.20496,0.27026
2020-06-21,Al Hayy,-0.16715,0.2518
2020-06-22,Al Hayy,-0.22172,0.26821
2020-06-23,Al Hayy,-0.02506,0.26554
2020-06-24,Al Hayy,-0.26261,0.31912
2020-06-25,Al Hayy,-0.29226,0.2881
2020-06-26,Al Hayy,-0.2715,0.29286
2020-06-27,Al Hayy,-0.19124,0.26818
2020-06-28,Al Hayy,-0.22989,0.2647
2020-06-29,Al Hayy,-0.21804,0.2565
2020-06-30,Al Hayy,-0.06091,0.26299
2020-07-01,Al Hayy,-0.1047,0.26939
2020-07-02,Al Hayy,-0.18182,0.25191
2020-07-03,Al Hayy,-0.19404,0.28012
2020-07-04,Al Hayy,-0.13703,0.26958
2020-07-05,Al Hayy,-0.07093,0.24695
2020-07-06,Al Hayy,-0.07416,0.23242
2020-07-07,Al Hayy,0.06689,0.23242
2020-07-08,Al Hayy,0.00563,0.22949
2020-07-09,Al Hayy,-0.08487,0.24074
2020-07-10,Al Hayy,-0.16219,0.24591
2020-07-11,Al Hayy,-0.07773,0.25155
2020-07-12,Al Hayy,-0.02459,0.24391
2020-07-13,Al Hayy,-0.05644,0.25689
2020-07-14,Al Hayy,0.05941,0.2413
2020-07-15,Al Hayy,0.0637,0.24386
2020-07-16,Al Hayy,-0.02994,0.23715
2020-07-17,Al Hayy,-0.10702,0.2593
2020-07-18,Al Hayy,-0.08386,0.24988
2020-07-19,Al Hayy,0.01202,0.23046
2020-07-20,Al Hayy,-0.01565,0.23032
2020-07-21,Al Hayy,0.13187,0.20681
2020-07-22,Al Hayy,0.12087,0.21886
2020-07-23,Al Hayy,-0.06787,0.23322
2020-07-24,Al Hayy,-0.12211,0.2339
2020-07-25,Al Hayy,-0.09751,0.23999
2020-07-26,Al Hayy,-0.08931,0.22234
2020-07-27,Al Hayy,-0.07373,0.24604
2020-07-28,Al Hayy,0.11627,0.21634
2020-07-29,Al Hayy,0.22558,0.21592
2020-07-30,Al Hayy,0.00519,0.18985
2020-07-31,Al Hayy,-0.09505,0.19281
2020-08-01,Al Hayy,-0.03511,0.218
2020-08-02,Al Hayy,-0.07724,0.2022
2020-08-03,Al Hayy,-0.06589,0.20098
2020-08-04,Al Hayy,0.16777,0.21541
2020-08-05,Al Hayy,0.0684,0.20952
2020-08-06,Al Hayy,-0.00903,0.23323
2020-08-07,Al Hayy,-0.05108,0.23449
2020-08-08,Al Hayy,-0.03935,0.21979
2020-08-09,Al Hayy,0.06214,0.21273
2020-08-10,Al Hayy,0.09215,0.21456
2020-08-11,Al Hayy,0.19414,0.20791
2020-08-12,Al Hayy,0.11436,0.22157
2020-08-13,Al Hayy,0.03386,0.20533
2020-08-14,Al Hayy,0.0117,0.2001
2020-08-15,Al Hayy,0.04391,0.18529
2020-08-16,Al Hayy,0.17335,0.18236
2020-08-17,Al Hayy,0.11866,0.20169
2020-08-18,Al Hayy,0.24357,0.20695
2020-08-19,Al Hayy,0.27613,0.19853
2020-08-20,Al Hayy,0.03613,0.21401
2020-08-21,Al Hayy,0.00627,0.20305
2020-08-22,Al Hayy,0.13415,0.18526
2020-08-23,Al Hayy,0.11018,0.19616
2020-08-24,Al Hayy,0.12111,0.19319
2020-08-25,Al Hayy,0.31527,0.18394
2020-08-26,Al Hayy,0.30729,0.18351
2020-08-27,Al Hayy,0.2187,0.17746
2020-08-28,Al Hayy,0.12024,0.16989
2020-08-29,Al Hayy,0.20506,0.19307
2020-08-30,Al Hayy,0.09765,0.2016
2020-08-31,Al Hayy,0.08167,0.21461
2020-09-01,Al Hayy,0.18625,0.2038
2020-09-02,Al Hayy,0.16729,0.19799
2020-09-03,Al Hayy,0.04526,0.19963
2020-09-04,Al Hayy,0.0017,0.22184
2020-09-05,Al Hayy,0.04415,0.21417
2020-09-06,Al Hayy,0.04574,0.22243
2020-09-07,Al Hayy,0.07291,0.20469
2020-09-08,Al Hayy,0.27244,0.21295
2020-09-09,Al Hayy,0.18891,0.21515
2020-09-10,Al Hayy,-0.00613,0.23796
2020-09-11,Al Hayy,-0.03566,0.2568
2020-09-12,Al Hayy,0.00152,0.22636
2020-09-13,Al Hayy,0.01005,0.23547
2020-09-14,Al Hayy,0.01839,0.24569
2020-09-15,Al Hayy,0.17376,0.24791
2020-09-16,Al Hayy,0.14924,0.27111
2020-09-17,Al Hayy,0.03455,0.24712
2020-09-18,Al Hayy,0.0066,0.25998
2020-09-19,Al Hayy,-0.06825,0.25575
2020-09-20,Al Hayy,0.03151,0.23041
2020-09-21,Al Hayy,-0.04714,0.24143
2020-09-22,Al Hayy,0.18669,0.233
2020-09-23,Al Hayy,0.14182,0.23466
2020-09-24,Al Hayy,0.03123,0.23456
2020-09-25,Al Hayy,-0.05607,0.2469
2020-09-26,Al Hayy,-0.00223,0.24477
2020-09-27,Al Hayy,0.06519,0.21682
2020-09-28,Al Hayy,0.1516,0.21771
2020-09-29,Al Hayy,0.40689,0.21387
2020-09-30,Al Hayy,0.35594,0.22962
2020-10-01,Al Hayy,0.25982,0.23415
2020-10-02,Al Hayy,0.12313,0.27345
2020-10-03,Al Hayy,0.05833,0.29361
2020-10-04,Al Hayy,-0.05193,0.27185
2020-10-05,Al Hayy,-0.02555,0.26267
2020-10-06,Al Hayy,0.05315,0.29085
2020-10-07,Al Hayy,0.06324,0.25222
2020-10-08,Al Hayy,0.15714,0.24054
2020-10-09,Al Hayy,-0.04107,0.24727
2020-10-10,Al Hayy,-0.02447,0.23651
2020-10-11,Al Hayy,-0.0014,0.23702
2020-10-12,Al Hayy,0.00178,0.22201
2020-10-13,Al Hayy,0.22596,0.21825
2020-10-14,Al Hayy,0.19656,0.22334
2020-10-15,Al Hayy,0.15059,0.21168
2020-10-16,Al Hayy,0.10595,0.23774
2020-10-17,Al Hayy,0.12816,0.23511
2020-10-18,Al Hayy,0.16126,0.21019
2020-10-19,Al Hayy,0.07936,0.2197
2020-10-20,Al Hayy,0.24616,0.20986
2020-10-21,Al Hayy,0.1363,0.21919
2020-10-22,Al Hayy,0.11713,0.22017
2020-10-23,Al Hayy,0.10822,0.23671
2020-10-24,Al Hayy,0.06248,0.23154
2020-10-25,Al Hayy,0.00693,0.2211
2020-10-26,Al Hayy,0.06402,0.22432
2020-10-27,Al Hayy,0.25454,0.2257
2020-10-28,Al Hayy,0.21352,0.23437
2020-10-29,Al Hayy,0.01304,0.24627
2020-10-30,Al Hayy,0.05584,0.24782
2020-10-31,Al Hayy,0.01523,0.26315
2020-11-01,Al Hayy,0.06631,0.22068
2020-11-02,Al Hayy,0.06436,0.23861
2020-11-03,Al Hayy,0.17325,0.21276
2020-11-04,Al Hayy,0.20822,0.24586
2020-11-05,Al Hayy,0.01844,0.21822
2020-11-06,Al Hayy,0.05408,0.23412
2020-11-07,Al Hayy,0.03513,0.25055
2020-11-08,Al Hayy,0.02236,0.23842
2020-11-09,Al Hayy,0.02798,0.25797
2020-11-10,Al Hayy,0.18324,0.23391
2020-11-11,Al Hayy,0.21125,0.22323
2020-11-12,Al Hayy,0.26966,0.2001
2020-11-13,Al Hayy,0.03792,0.23974
2020-11-14,Al Hayy,0.04828,0.248
2020-11-15,Al Hayy,0.07211,0.23166
2020-11-16,Al Hayy,0.04915,0.24383
2020-11-17,Al Hayy,0.27712,0.22954
2020-11-18,Al Hayy,0.18301,0.23594
2020-11-19,Al Hayy,0.1394,0.22459
2020-11-20,Al Hayy,-0.00304,0.2483
2020-11-21,Al Hayy,-0.08525,0.28464
2020-11-22,Al Hayy,0.05723,0.23993
2020-11-23,Al Hayy,0.06179,0.22869
2020-11-24,Al Hayy,0.25402,0.23617
2020-11-25,Al Hayy,0.23611,0.24827
2020-11-26,Al Hayy,0.0914,0.23889
2020-11-27,Al Hayy,0.04918,0.24231
2020-11-28,Al Hayy,-0.15619,0.30022
2020-11-29,Al Hayy,-0.22122,0.29215
2020-11-30,Al Hayy,0.07678,0.22439
2020-12-01,Al Hayy,0.27453,0.21523
2020-12-02,Al Hayy,0.14225,0.23745
2020-12-03,Al Hayy,0.03316,0.22568
2020-12-04,Al Hayy,0.03675,0.23609
2020-12-05,Al Hayy,0.04297,0.23873
2020-12-06,Al Hayy,-0.02523,0.25915
2020-12-07,Al Hayy,0.03713,0.24025
2020-12-08,Al Hayy,0.29935,0.2183
2020-12-09,Al Hayy,0.18768,0.23541
2020-12-10,Al Hayy,-0.00197,0.24502
2020-12-11,Al Hayy,0.03126,0.24401
